id,class
609,8
610,9
611,13
612,6
613,8
614,8
615,1
616,8
617,14
618,13
619,13
620,12
621,11
622,3
623,18
624,13
625,9
626,13
627,9
628,3
629,14
630,18
631,15
632,6
633,12
634,7
635,14
636,16
637,14
638,8
639,8
640,4
641,14
642,2
643,16
644,12
645,3
646,18
647,18
648,16
649,8
650,3
651,6
652,3
653,3
654,1
655,16
656,8
657,13
658,2
659,7
660,14
661,13
662,18
663,6
664,6
665,9
666,11
667,18
668,2
669,3
670,13
671,11
672,13
673,12
674,6
675,16
676,18
677,18
678,13
679,19
680,13
681,3
682,13
683,1
684,13
685,19
686,8
687,5
688,18
689,5
690,14
691,6
692,1
693,13
694,8
695,5
696,18
697,14
698,6
699,15
700,14
701,13
702,8
703,9
704,15
705,13
706,8
707,13
708,16
709,13
710,6
711,18
712,19
713,7
714,11
715,1
716,3
717,10
718,9
719,17
720,8
721,1
722,14
723,15
724,13
725,18
726,5
727,13
728,3
729,3
730,16
731,8
732,3
733,16
734,15
735,5
736,8
737,5
738,11
739,14
740,14
741,14
742,1
743,2
744,2
745,16
746,8
747,10
748,1
749,10
750,9
751,6
752,6
753,17
754,13
755,3
756,14
757,8
758,19
759,2
760,19
761,5
762,10
763,19
764,3
765,13
766,5
767,15
768,8
769,4
770,16
771,9
772,9
773,6
774,3
775,3
776,8
777,1
778,13
779,13
780,9
781,2
782,15
783,3
784,3
785,13
786,4
787,15
788,16
789,9
790,4
791,13
792,18
793,13
794,18
795,18
796,10
797,12
798,13
799,9
800,10
801,8
802,9
803,12
804,14
805,14
806,9
807,3
808,13
809,3
810,7
811,18
812,15
813,13
814,13
815,11
816,11
817,5
818,17
819,10
820,9
821,9
822,13
823,6
824,18
825,10
826,5
827,9
828,13
829,13
830,3
831,13
832,7
833,9
834,3
835,3
836,13
837,11
838,8
839,14
840,19
841,8
842,13
843,8
844,3
845,6
846,6
847,17
848,3
849,13
850,12
851,3
852,1
853,6
854,15
855,13
856,14
857,15
858,13
859,14
860,7
861,19
862,10
863,1
864,18
865,12
866,1
867,3
868,15
869,4
870,15
871,3
872,18
873,14
874,9
875,14
876,4
877,2
878,10
879,7
880,5
881,13
882,1
883,14
884,1
885,13
886,13
887,18
888,13
889,15
890,8
891,3
892,1
893,6
894,17
895,9
896,1
897,8
898,9
899,9
900,8
901,18
902,2
903,10
904,1
905,2
906,8
907,14
908,3
909,19
910,9
911,3
912,15
913,13
914,8
915,1
916,18
917,3
918,3
919,13
920,13
921,2
922,3
923,12
924,13
925,6
926,9
927,11
928,16
929,9
930,3
931,3
932,5
933,8
934,1
935,13
936,12
937,10
938,3
939,10
940,1
941,14
942,18
943,13
944,18
945,15
946,13
947,13
948,11
949,3
950,13
951,13
952,7
953,14
954,13
955,15
956,19
957,18
958,8
959,9
960,6
961,17
962,8
963,19
964,8
965,12
966,13
967,14
968,3
969,14
970,8
971,11
972,14
973,3
974,1
975,11
976,8
977,3
978,6
979,18
980,4
981,9
982,5
983,5
984,10
985,8
986,10
987,10
988,13
989,13
990,7
991,17
992,4
993,6
994,9
995,13
996,3
997,15
998,13
999,16
1000,8
1001,13
1002,18
1003,3
1004,13
1005,19
1006,15
1007,1
1008,17
1009,2
1010,18
1011,4
1012,17
1013,15
1014,6
1015,6
1016,18
1017,8
1018,9
1019,8
1020,17
1021,14
1022,13
1023,9
1024,13
1025,8
1026,3
1027,15
1028,8
1029,15
1030,2
1031,19
1032,9
1033,19
1034,8
1035,8
1036,12
1037,7
1038,13
1039,11
1040,5
1041,10
1042,15
1043,15
1044,5
1045,19
1046,6
1047,3
1048,9
1049,9
1050,13
1051,6
1052,8
1053,5
1054,17
1055,13
1056,14
1057,9
1058,16
1059,12
1060,7
1061,15
1062,13
1063,19
1064,19
1065,12
1066,8
1067,18
1068,14
1069,6
1070,1
1071,9
1072,14
1073,13
1074,9
1075,6
1076,13
1077,9
1078,9
1079,8
1080,11
1081,9
1082,10
1083,3
1084,8
1085,10
1086,6
1087,13
1088,13
1089,11
1090,12
1091,15
1092,3
1093,3
1094,6
1095,15
1096,1
1097,13
1098,6
1099,9
1100,18
1101,13
1102,18
1103,13
1104,6
1105,14
1106,10
1107,3
1108,9
1109,8
1110,8
1111,10
1112,9
1113,14
1114,11
1115,8
1116,13
1117,8
1118,4
1119,10
1120,1
1121,8
1122,1
1123,6
1124,8
1125,15
1126,5
1127,15
1128,18
1129,1
1130,15
1131,9
1132,4
1133,6
1134,9
1135,10
1136,15
1137,8
1138,9
1139,14
1140,12
1141,9
1142,9
1143,8
1144,18
1145,15
1146,1
1147,4
1148,3
1149,6
1150,15
1151,16
1152,10
1153,2
1154,6
1155,1
1156,3
1157,13
1158,1
1159,13
1160,18
1161,8
1162,11
1163,13
1164,2
1165,7
1166,10
1167,18
1168,3
1169,15
1170,11
1171,16
1172,3
1173,12
1174,3
1175,10
1176,14
1177,11
1178,14
1179,14
1180,14
1181,15
1182,12
1183,19
1184,8
1185,14
1186,15
1187,12
1188,9
1189,5
1190,3
1191,3
1192,13
1193,12
1194,9
1195,2
1196,1
1197,3
1198,4
1199,6
1200,12
1201,8
1202,10
1203,3
1204,14
1205,2
1206,14
1207,3
1208,13
1209,6
1210,11
1211,19
1212,7
1213,2
1214,3
1215,3
1216,14
1217,5
1218,11
1219,3
1220,8
1221,6
1222,3
1223,11
1224,2
1225,15
1226,9
1227,3
1228,15
1229,13
1230,3
1231,11
1232,3
1233,18
1234,8
1235,9
1236,11
1237,6
1238,8
1239,6
1240,4
1241,15
1242,18
1243,6
1244,3
1245,10
1246,6
1247,13
1248,6
1249,13
1250,16
1251,13
1252,3
1253,18
1254,13
1255,9
1256,3
1257,4
1258,3
1259,14
1260,12
1261,3
1262,13
1263,13
1264,19
1265,8
1266,4
1267,6
1268,3
1269,15
1270,4
1271,15
1272,18
1273,14
1274,9
1275,18
1276,9
1277,9
1278,12
1279,3
1280,2
1281,19
1282,15
1283,15
1284,3
1285,11
1286,1
1287,13
1288,10
1289,9
1290,7
1291,13
1292,1
1293,13
1294,19
1295,3
1296,13
1297,5
1298,15
1299,13
1300,3
1301,17
1302,6
1303,2
1304,6
1305,10
1306,15
1307,3
1308,1
1309,18
1310,1
1311,19
1312,8
1313,9
1314,6
1315,8
1316,8
1317,8
1318,14
1319,13
1320,15
1321,18
1322,2
1323,2
1324,2
1325,8
1326,13
1327,6
1328,6
1329,6
1330,1
1331,19
1332,3
1333,15
1334,12
1335,18
1336,15
1337,2
1338,6
1339,7
1340,8
1341,11
1342,13
1343,9
1344,12
1345,6
1346,15
1347,3
1348,14
1349,13
1350,8
1351,8
1352,13
1353,17
1354,13
1355,6
1356,9
1357,6
1358,4
1359,13
1360,13
1361,18
1362,13
1363,8
1364,6
1365,3
1366,16
1367,8
1368,1
1369,5
1370,6
1371,4
1372,13
1373,13
1374,13
1375,9
1376,18
1377,6
1378,15
1379,2
1380,9
1381,2
1382,8
1383,14
1384,15
1385,15
1386,13
1387,11
1388,18
1389,11
1390,4
1391,13
1392,19
1393,13
1394,9
1395,14
1396,8
1397,13
1398,3
1399,1
1400,17
1401,13
1402,18
1403,15
1404,18
1405,4
1406,13
1407,6
1408,8
1409,13
1410,9
1411,9
1412,8
1413,13
1414,18
1415,6
1416,9
1417,9
1418,8
1419,3
1420,4
1421,13
1422,1
1423,15
1424,15
1425,17
1426,9
1427,13
1428,15
1429,17
1430,10
1431,1
1432,4
1433,6
1434,3
1435,3
1436,8
1437,8
1438,13
1439,18
1440,10
1441,3
1442,15
1443,13
1444,9
1445,7
1446,13
1447,3
1448,13
1449,13
1450,4
1451,19
1452,13
1453,9
1454,17
1455,8
1456,6
1457,14
1458,4
1459,8
1460,15
1461,6
1462,6
1463,9
1464,3
1465,4
1466,13
1467,12
1468,18
1469,14
1470,3
1471,13
1472,2
1473,6
1474,14
1475,8
1476,14
1477,13
1478,7
1479,12
1480,18
1481,19
1482,3
1483,6
1484,4
1485,8
1486,8
1487,2
1488,3
1489,17
1490,8
1491,6
1492,18
1493,3
1494,17
1495,3
1496,9
1497,6
1498,8
1499,13
1500,4
1501,13
1502,18
1503,18
1504,13
1505,2
1506,13
1507,13
1508,10
1509,9
1510,5
1511,15
1512,3
1513,17
1514,14
1515,19
1516,14
1517,1
1518,1
1519,3
1520,9
1521,14
1522,6
1523,19
1524,3
1525,16
1526,9
1527,8
1528,8
1529,12
1530,19
1531,18
1532,6
1533,8
1534,1
1535,6
1536,13
1537,8
1538,13
1539,6
1540,4
1541,16
1542,1
1543,8
1544,15
1545,1
1546,2
1547,8
1548,13
1549,13
1550,15
1551,3
1552,14
1553,1
1554,1
1555,12
1556,11
1557,8
1558,8
1559,14
1560,18
1561,5
1562,8
1563,2
1564,2
1565,9
1566,19
1567,8
1568,14
1569,14
1570,10
1571,18
1572,4
1573,14
1574,5
1575,8
1576,15
1577,13
1578,18
1579,18
1580,8
1581,13
1582,19
1583,18
1584,3
1585,4
1586,14
1587,12
1588,9
1589,3
1590,14
1591,14
1592,6
1593,13
1594,4
1595,14
1596,8
1597,6
1598,3
1599,14
1600,6
1601,5
1602,18
1603,19
1604,14
1605,15
1606,18
1607,8
1608,18
1609,14
1610,13
1611,11
1612,13
1613,3
1614,14
1615,6
1616,9
1617,3
1618,1
1619,15
1620,12
1621,13
1622,1
1623,9
1624,9
1625,7
1626,6
1627,18
1628,9
1629,3
1630,15
1631,13
1632,4
1633,13
1634,8
1635,18
1636,11
1637,4
1638,17
1639,9
1640,19
1641,18
1642,12
1643,13
1644,18
1645,13
1646,18
1647,6
1648,7
1649,18
1650,13
1651,9
1652,11
1653,7
1654,13
1655,7
1656,18
1657,17
1658,13
1659,11
1660,10
1661,15
1662,8
1663,19
1664,9
1665,6
1666,13
1667,18
1668,9
1669,19
1670,13
1671,3
1672,8
1673,13
1674,3
1675,3
1676,15
1677,15
1678,8
1679,8
1680,16
1681,4
1682,18
1683,3
1684,18
1685,10
1686,2
1687,19
1688,1
1689,8
1690,14
1691,3
1692,10
1693,13
1694,15
1695,6
1696,10
1697,1
1698,7
1699,8
1700,3
1701,4
1702,6
1703,8
1704,8
1705,13
1706,3
1707,3
1708,4
1709,15
1710,1
1711,14
1712,10
1713,3
1714,11
1715,15
1716,3
1717,8
1718,14
1719,3
1720,3
1721,17
1722,19
1723,6
1724,11
1725,9
1726,13
1727,1
1728,13
1729,11
1730,5
1731,18
1732,15
1733,2
1734,5
1735,8
1736,18
1737,6
1738,6
1739,18
1740,3
1741,19
1742,16
1743,11
1744,19
1745,15
1746,15
1747,4
1748,1
1749,13
1750,19
1751,10
1752,13
1753,13
1754,17
1755,11
1756,2
1757,11
1758,13
1759,19
1760,12
1761,13
1762,8
1763,18
1764,18
1765,13
1766,3
1767,8
1768,15
1769,8
1770,1
1771,12
1772,2
1773,12
1774,12
1775,16
1776,3
1777,3
1778,15
1779,11
1780,18
1781,8
1782,7
1783,18
1784,11
1785,17
1786,12
1787,13
1788,9
1789,9
1790,3
1791,17
1792,8
1793,19
1794,3
1795,14
1796,8
1797,3
1798,13
1799,9
1800,6
1801,14
1802,11
1803,15
1804,18
1805,4
1806,15
1807,8
1808,8
1809,15
1810,13
1811,6
1812,16
1813,13
1814,12
1815,13
1816,16
1817,9
1818,14
1819,14
1820,4
1821,13
1822,17
1823,15
1824,12
1825,3
1826,18
1827,14
1828,12
1829,1
1830,12
1831,9
1832,18
1833,9
1834,9
1835,8
1836,9
1837,12
1838,19
1839,15
1840,11
1841,1
1842,3
1843,3
1844,9
1845,6
1846,13
1847,12
1848,13
1849,13
1850,10
1851,18
1852,8
1853,9
1854,14
1855,17
1856,5
1857,8
1858,10
1859,2
1860,13
1861,5
1862,13
1863,12
1864,6
1865,14
1866,7
1867,11
1868,8
1869,6
1870,17
1871,9
1872,19
1873,8
1874,1
1875,14
1876,4
1877,9
1878,1
1879,3
1880,8
1881,18
1882,17
1883,15
1884,8
1885,7
1886,11
1887,19
1888,10
1889,13
1890,7
1891,15
1892,1
1893,1
1894,13
1895,3
1896,17
1897,6
1898,14
1899,9
1900,3
1901,13
1902,8
1903,6
1904,10
1905,7
1906,1
1907,3
1908,17
1909,7
1910,3
1911,9
1912,8
1913,11
1914,16
1915,15
1916,18
1917,3
1918,8
1919,11
1920,14
1921,8
1922,1
1923,8
1924,8
1925,13
1926,8
1927,18
1928,14
1929,8
1930,9
1931,10
1932,9
1933,3
1934,13
1935,11
1936,14
1937,1
1938,6
1939,11
1940,15
1941,18
1942,6
1943,8
1944,9
1945,15
1946,8
1947,9
1948,6
1949,18
1950,13
1951,16
1952,3
1953,14
1954,6
1955,14
1956,17
1957,18
1958,3
1959,15
1960,6
1961,15
1962,19
1963,19
1964,9
1965,3
1966,6
1967,19
1968,13
1969,19
1970,2
1971,11
1972,11
1973,18
1974,14
1975,15
1976,11
1977,17
1978,8
1979,9
1980,17
1981,3
1982,15
1983,5
1984,13
1985,14
1986,15
1987,15
1988,12
1989,19
1990,12
1991,3
1992,5
1993,18
1994,13
1995,19
1996,10
1997,15
1998,6
1999,15
2000,13
2001,3
2002,8
2003,7
2004,13
2005,8
2006,10
2007,14
2008,3
2009,17
2010,3
2011,11
2012,9
2013,8
2014,2
2015,13
2016,14
2017,3
2018,8
2019,3
2020,13
2021,13
2022,13
2023,8
2024,9
2025,6
2026,9
2027,9
2028,15
2029,6
2030,13
2031,15
2032,13
2033,11
2034,4
2035,15
2036,15
2037,9
2038,12
2039,13
2040,14
2041,12
2042,11
2043,17
2044,6
2045,15
2046,5
2047,1
2048,11
2049,3
2050,9
2051,4
2052,13
2053,13
2054,18
2055,10
2056,7
2057,14
2058,3
2059,9
2060,1
2061,6
2062,19
2063,16
2064,14
2065,16
2066,1
2067,18
2068,18
2069,14
2070,1
2071,8
2072,15
2073,11
2074,8
2075,11
2076,11
2077,2
2078,14
2079,9
2080,3
2081,9
2082,13
2083,14
2084,17
2085,12
2086,6
2087,6
2088,17
2089,13
2090,8
2091,15
2092,8
2093,14
2094,18
2095,15
2096,3
2097,13
2098,8
2099,6
2100,17
2101,14
2102,12
2103,5
2104,11
2105,1
2106,4
2107,1
2108,12
2109,10
2110,13
2111,12
2112,11
2113,1
2114,10
2115,15
2116,14
2117,3
2118,18
2119,15
2120,6
2121,7
2122,8
2123,1
2124,13
2125,13
2126,7
2127,9
2128,11
2129,5
2130,18
2131,13
2132,7
2133,3
2134,9
2135,8
2136,13
2137,17
2138,3
2139,15
2140,19
2141,11
2142,2
2143,10
2144,18
2145,7
2146,10
2147,11
2148,2
2149,2
2150,19
2151,13
2152,6
2153,3
2154,18
2155,13
2156,9
2157,9
2158,14
2159,9
2160,2
2161,7
2162,7
2163,18
2164,17
2165,2
2166,11
2167,16
2168,15
2169,18
2170,13
2171,2
2172,14
2173,15
2174,3
2175,4
2176,6
2177,17
2178,19
2179,17
2180,9
2181,2
2182,7
2183,3
2184,11
2185,1
2186,7
2187,16
2188,19
2189,12
2190,8
2191,18
2192,9
2193,7
2194,8
2195,13
2196,4
2197,2
2198,5
2199,8
2200,19
2201,19
2202,6
2203,8
2204,9
2205,7
2206,14
2207,19
2208,15
2209,18
2210,3
2211,6
2212,9
2213,7
2214,9
2215,14
2216,13
2217,15
2218,14
2219,18
2220,6
2221,11
2222,4
2223,18
2224,13
2225,18
2226,9
2227,18
2228,3
2229,9
2230,13
2231,13
2232,7
2233,12
2234,9
2235,13
2236,8
2237,13
2238,15
2239,9
2240,15
2241,6
2242,2
2243,2
2244,9
2245,17
2246,13
2247,6
2248,7
2249,17
2250,14
2251,13
2252,14
2253,6
2254,13
2255,3
2256,8
2257,3
2258,5
2259,18
2260,8
2261,9
2262,7
2263,1
2264,1
2265,9
2266,12
2267,15
2268,10
2269,14
2270,10
2271,4
2272,6
2273,11
2274,18
2275,8
2276,17
2277,8
2278,2
2279,6
2280,7
2281,14
2282,4
2283,10
2284,14
2285,13
2286,9
2287,13
2288,9
2289,3
2290,4
2291,19
2292,8
2293,14
2294,1
2295,12
2296,8
2297,6
2298,8
2299,3
2300,8
2301,8
2302,8
2303,16
2304,7
2305,9
2306,8
2307,3
2308,8
2309,3
2310,1
2311,8
2312,3
2313,7
2314,13
2315,14
2316,18
2317,8
2318,17
2319,13
2320,15
2321,13
2322,14
2323,5
2324,18
2325,3
2326,6
2327,6
2328,9
2329,18
2330,2
2331,17
2332,6
2333,14
2334,10
2335,9
2336,11
2337,16
2338,13
2339,13
2340,11
2341,6
2342,11
2343,9
2344,12
2345,17
2346,3
2347,3
2348,18
2349,18
2350,3
2351,14
2352,9
2353,13
2354,18
2355,15
2356,15
2357,18
2358,19
2359,17
2360,3
2361,3
2362,10
2363,18
2364,9
2365,18
2366,3
2367,13
2368,18
2369,15
2370,13
2371,7
2372,1
2373,9
2374,1
2375,8
2376,19
2377,6
2378,9
2379,11
2380,3
2381,17
2382,8
2383,17
2384,14
2385,15
2386,10
2387,15
2388,9
2389,3
2390,2
2391,8
2392,13
2393,9
2394,13
2395,15
2396,13
2397,4
2398,1
2399,13
2400,19
2401,6
2402,2
2403,7
2404,4
2405,10
2406,14
2407,9
2408,13
2409,6
2410,3
2411,7
2412,11
2413,19
2414,1
2415,9
2416,4
2417,11
2418,15
2419,18
2420,9
2421,6
2422,8
2423,19
2424,6
2425,3
2426,6
2427,13
2428,13
2429,18
2430,8
2431,8
2432,8
2433,9
2434,2
2435,19
2436,14
2437,8
2438,6
2439,1
2440,19
2441,9
2442,8
2443,14
2444,6
2445,14
2446,1
2447,10
2448,3
2449,3
2450,18
2451,17
2452,6
2453,14
2454,12
2455,4
2456,9
2457,6
2458,18
2459,6
2460,11
2461,8
2462,12
2463,13
2464,15
2465,14
2466,4
2467,15
2468,13
2469,1
2470,4
2471,13
2472,12
2473,9
2474,6
2475,7
2476,13
2477,2
2478,13
2479,9
2480,17
2481,3
2482,14
2483,3
2484,13
2485,18
2486,18
2487,3
2488,13
2489,19
2490,19
2491,15
2492,18
2493,3
2494,9
2495,12
2496,17
2497,15
2498,3
2499,10
2500,18
2501,3
2502,8
2503,8
2504,9
2505,18
2506,12
2507,14
2508,8
2509,14
2510,12
2511,9
2512,14
2513,15
2514,3
2515,9
2516,13
2517,18
2518,9
2519,6
2520,10
2521,14
2522,8
2523,9
2524,3
2525,11
2526,13
2527,15
2528,15
2529,14
2530,14
2531,10
2532,19
2533,13
2534,18
2535,15
2536,14
2537,14
2538,7
2539,13
2540,13
2541,2
2542,8
2543,2
2544,13
2545,8
2546,18
2547,13
2548,10
2549,15
2550,8
2551,8
2552,17
2553,9
2554,3
2555,6
2556,18
2557,4
2558,3
2559,3
2560,3
2561,9
2562,3
2563,18
2564,6
2565,4
2566,9
2567,17
2568,17
2569,13
2570,14
2571,16
2572,19
2573,15
2574,3
2575,13
2576,8
2577,8
2578,3
2579,14
2580,14
2581,13
2582,3
2583,11
2584,11
2585,11
2586,9
2587,16
2588,3
2589,19
2590,13
2591,14
2592,18
2593,6
2594,12
2595,15
2596,13
2597,6
2598,8
2599,12
2600,18
2601,6
2602,18
2603,4
2604,8
2605,19
2606,17
2607,11
2608,8
2609,8
2610,14
2611,19
2612,3
2613,8
2614,8
2615,19
2616,15
2617,8
2618,19
2619,3
2620,14
2621,4
2622,3
2623,9
2624,9
2625,3
2626,18
2627,13
2628,15
2629,6
2630,13
2631,3
2632,8
2633,13
2634,8
2635,15
2636,18
2637,1
2638,2
2639,16
2640,18
2641,13
2642,6
2643,14
2644,13
2645,14
2646,1
2647,10
2648,13
2649,13
2650,10
2651,8
2652,18
2653,10
2654,17
2655,13
2656,9
2657,14
2658,6
2659,6
2660,1
2661,8
2662,7
2663,6
2664,3
2665,15
2666,9
2667,19
2668,8
2669,15
2670,3
2671,14
2672,6
2673,9
2674,3
2675,3
2676,8
2677,9
2678,17
2679,8
2680,14
2681,1
2682,1
2683,9
2684,18
2685,14
2686,9
2687,6
2688,9
2689,9
2690,9
2691,3
2692,4
2693,8
2694,1
2695,12
2696,9
2697,18
2698,17
2699,9
2700,13
2701,3
2702,14
2703,9
2704,4
2705,7
2706,14
2707,8
2708,14
2709,9
2710,11
2711,11
2712,13
2713,18
2714,9
2715,19
2716,4
2717,18
2718,14
2719,15
2720,9
2721,6
2722,15
2723,3
2724,12
2725,6
2726,13
2727,3
2728,13
2729,3
2730,19
2731,15
2732,10
2733,13
2734,6
2735,6
2736,9
2737,14
2738,19
2739,16
2740,13
2741,9
2742,12
2743,6
2744,12
2745,2
2746,8
2747,15
2748,6
2749,5
2750,8
2751,8
2752,15
2753,3
2754,8
2755,10
2756,13
2757,17
2758,14
2759,1
2760,19
2761,18
2762,14
2763,1
2764,17
2765,9
2766,11
2767,14
2768,15
2769,13
2770,15
2771,19
2772,2
2773,10
2774,8
2775,11
2776,6
2777,10
2778,14
2779,18
2780,13
2781,13
2782,15
2783,9
2784,9
2785,3
2786,18
2787,3
2788,8
2789,3
2790,8
2791,2
2792,9
2793,15
2794,6
2795,13
2796,3
2797,15
2798,16
2799,6
2800,17
2801,8
2802,6
2803,12
2804,1
2805,15
2806,17
2807,2
2808,6
2809,13
2810,18
2811,6
2812,9
2813,5
2814,15
2815,13
2816,3
2817,14
2818,18
2819,4
2820,13
2821,3
2822,10
2823,10
2824,18
2825,6
2826,12
2827,18
2828,8
2829,13
2830,9
2831,1
2832,5
2833,19
2834,13
2835,8
2836,8
2837,14
2838,19
2839,7
2840,11
2841,3
2842,14
2843,9
2844,19
2845,15
2846,15
2847,8
2848,4
2849,19
2850,1
2851,12
2852,9
2853,17
2854,13
2855,8
2856,15
2857,15
2858,2
2859,9
2860,4
2861,13
2862,13
2863,9
2864,4
2865,10
2866,17
2867,8
2868,3
2869,10
2870,8
2871,12
2872,13
2873,8
2874,14
2875,6
2876,13
2877,2
2878,1
2879,18
2880,6
2881,9
2882,18
2883,8
2884,3
2885,2
2886,13
2887,10
2888,3
2889,18
2890,8
2891,1
2892,16
2893,10
2894,3
2895,6
2896,16
2897,15
2898,15
2899,3
2900,18
2901,6
2902,1
2903,3
2904,15
2905,9
2906,13
2907,8
2908,13
2909,5
2910,9
2911,13
2912,12
2913,1
2914,17
2915,14
2916,3
2917,17
2918,14
2919,9
2920,11
2921,9
2922,15
2923,6
2924,13
2925,12
2926,19
2927,2
2928,18
2929,16
2930,9
2931,14
2932,3
2933,8
2934,8
2935,19
2936,15
2937,8
2938,3
2939,13
2940,3
2941,6
2942,3
2943,11
2944,18
2945,8
2946,9
2947,13
2948,4
2949,11
2950,9
2951,4
2952,4
2953,12
2954,9
2955,6
2956,2
2957,3
2958,13
2959,13
2960,14
2961,18
2962,4
2963,9
2964,6
2965,9
2966,6
2967,3
2968,8
2969,1
2970,3
2971,3
2972,13
2973,8
2974,3
2975,18
2976,13
2977,16
2978,11
2979,6
2980,18
2981,4
2982,13
2983,2
2984,3
2985,8
2986,9
2987,5
2988,14
2989,1
2990,17
2991,19
2992,3
2993,1
2994,1
2995,11
2996,13
2997,6
