id,class
609,13
610,15
611,15
612,6
613,18
614,8
615,1
616,10
617,14
618,13
619,13
620,12
621,11
622,3
623,3
624,13
625,14
626,1
627,8
628,3
629,14
630,13
631,15
632,6
633,1
634,19
635,14
636,1
637,14
638,10
639,15
640,8
641,14
642,15
643,8
644,13
645,3
646,19
647,18
648,16
649,8
650,19
651,12
652,3
653,12
654,1
655,16
656,16
657,13
658,8
659,13
660,14
661,19
662,18
663,6
664,15
665,3
666,15
667,13
668,3
669,3
670,13
671,15
672,13
673,15
674,12
675,1
676,1
677,3
678,15
679,1
680,13
681,3
682,13
683,6
684,3
685,18
686,8
687,4
688,18
689,15
690,13
691,6
692,8
693,13
694,3
695,10
696,18
697,14
698,6
699,15
700,17
701,8
702,16
703,9
704,15
705,11
706,4
707,13
708,1
709,3
710,6
711,3
712,15
713,7
714,15
715,1
716,3
717,10
718,18
719,18
720,13
721,8
722,14
723,15
724,13
725,18
726,5
727,13
728,3
729,19
730,1
731,2
732,11
733,8
734,15
735,10
736,1
737,15
738,3
739,10
740,14
741,9
742,8
743,13
744,15
745,1
746,8
747,10
748,8
749,10
750,9
751,6
752,6
753,3
754,13
755,3
756,14
757,1
758,19
759,2
760,3
761,5
762,8
763,18
764,3
765,8
766,10
767,15
768,8
769,12
770,16
771,15
772,9
773,6
774,6
775,11
776,8
777,8
778,8
779,13
780,9
781,2
782,1
783,3
784,12
785,13
786,14
787,15
788,8
789,9
790,4
791,13
792,18
793,3
794,18
795,18
796,10
797,3
798,13
799,9
800,10
801,13
802,9
803,11
804,14
805,14
806,9
807,3
808,13
809,3
810,10
811,3
812,15
813,13
814,13
815,15
816,15
817,15
818,17
819,8
820,15
821,9
822,12
823,6
824,3
825,8
826,5
827,9
828,11
829,13
830,3
831,13
832,7
833,9
834,15
835,11
836,15
837,3
838,8
839,14
840,15
841,8
842,8
843,1
844,3
845,8
846,6
847,9
848,3
849,8
850,12
851,3
852,16
853,6
854,15
855,13
856,14
857,15
858,13
859,14
860,7
861,9
862,8
863,6
864,18
865,13
866,13
867,3
868,15
869,4
870,12
871,3
872,18
873,14
874,9
875,15
876,4
877,2
878,8
879,7
880,5
881,13
882,18
883,14
884,1
885,4
886,14
887,18
888,13
889,15
890,8
891,3
892,13
893,6
894,18
895,9
896,1
897,8
898,15
899,9
900,8
901,18
902,2
903,8
904,8
905,3
906,8
907,14
908,3
909,18
910,9
911,12
912,15
913,8
914,8
915,1
916,18
917,3
918,3
919,9
920,6
921,15
922,15
923,3
924,8
925,6
926,9
927,18
928,8
929,9
930,3
931,3
932,5
933,8
934,10
935,13
936,12
937,8
938,3
939,8
940,16
941,15
942,18
943,13
944,18
945,15
946,12
947,13
948,11
949,3
950,13
951,13
952,7
953,14
954,8
955,15
956,3
957,3
958,16
959,9
960,6
961,14
962,8
963,10
964,8
965,12
966,14
967,15
968,3
969,14
970,8
971,15
972,9
973,3
974,15
975,11
976,8
977,3
978,6
979,18
980,4
981,9
982,5
983,5
984,6
985,18
986,10
987,8
988,13
989,13
990,7
991,14
992,4
993,11
994,9
995,4
996,3
997,15
998,13
999,16
1000,3
1001,11
1002,1
1003,3
1004,13
1005,2
1006,15
1007,1
1008,17
1009,2
1010,18
1011,4
1012,14
1013,3
1014,6
1015,3
1016,18
1017,15
1018,9
1019,16
1020,17
1021,17
1022,13
1023,9
1024,3
1025,8
1026,3
1027,14
1028,8
1029,15
1030,2
1031,9
1032,9
1033,19
1034,8
1035,8
1036,3
1037,10
1038,13
1039,15
1040,6
1041,8
1042,3
1043,15
1044,5
1045,19
1046,3
1047,3
1048,9
1049,9
1050,8
1051,6
1052,1
1053,17
1054,10
1055,9
1056,14
1057,9
1058,1
1059,11
1060,7
1061,15
1062,8
1063,18
1064,13
1065,12
1066,8
1067,18
1068,14
1069,6
1070,1
1071,9
1072,14
1073,13
1074,9
1075,6
1076,12
1077,9
1078,9
1079,1
1080,11
1081,9
1082,8
1083,3
1084,8
1085,10
1086,15
1087,3
1088,8
1089,15
1090,13
1091,15
1092,3
1093,3
1094,6
1095,15
1096,1
1097,13
1098,6
1099,9
1100,12
1101,18
1102,18
1103,13
1104,6
1105,14
1106,14
1107,15
1108,10
1109,8
1110,13
1111,8
1112,9
1113,14
1114,15
1115,8
1116,3
1117,10
1118,4
1119,8
1120,1
1121,1
1122,1
1123,6
1124,8
1125,15
1126,6
1127,15
1128,18
1129,11
1130,3
1131,9
1132,3
1133,11
1134,9
1135,14
1136,15
1137,1
1138,9
1139,14
1140,12
1141,9
1142,9
1143,14
1144,18
1145,15
1146,1
1147,3
1148,3
1149,6
1150,15
1151,16
1152,10
1153,2
1154,6
1155,16
1156,3
1157,12
1158,1
1159,3
1160,12
1161,10
1162,3
1163,6
1164,7
1165,7
1166,10
1167,18
1168,3
1169,15
1170,12
1171,12
1172,3
1173,12
1174,3
1175,10
1176,14
1177,9
1178,14
1179,14
1180,15
1181,15
1182,12
1183,9
1184,14
1185,14
1186,15
1187,3
1188,1
1189,18
1190,15
1191,3
1192,13
1193,3
1194,9
1195,18
1196,8
1197,3
1198,4
1199,6
1200,15
1201,8
1202,1
1203,3
1204,14
1205,2
1206,14
1207,3
1208,8
1209,6
1210,19
1211,19
1212,7
1213,18
1214,15
1215,3
1216,19
1217,5
1218,3
1219,3
1220,8
1221,15
1222,6
1223,6
1224,2
1225,13
1226,9
1227,3
1228,15
1229,13
1230,3
1231,15
1232,3
1233,18
1234,8
1235,9
1236,11
1237,6
1238,8
1239,19
1240,1
1241,15
1242,18
1243,6
1244,12
1245,3
1246,6
1247,13
1248,6
1249,1
1250,3
1251,4
1252,4
1253,17
1254,19
1255,9
1256,3
1257,4
1258,15
1259,14
1260,12
1261,3
1262,3
1263,13
1264,15
1265,1
1266,4
1267,6
1268,11
1269,15
1270,4
1271,15
1272,18
1273,14
1274,15
1275,18
1276,14
1277,9
1278,1
1279,15
1280,2
1281,15
1282,15
1283,15
1284,12
1285,15
1286,10
1287,15
1288,6
1289,9
1290,7
1291,13
1292,1
1293,1
1294,15
1295,3
1296,9
1297,5
1298,15
1299,15
1300,3
1301,13
1302,6
1303,2
1304,6
1305,3
1306,15
1307,3
1308,8
1309,18
1310,1
1311,15
1312,1
1313,9
1314,3
1315,8
1316,8
1317,8
1318,14
1319,7
1320,12
1321,18
1322,13
1323,6
1324,8
1325,8
1326,13
1327,6
1328,4
1329,6
1330,12
1331,9
1332,11
1333,15
1334,12
1335,18
1336,3
1337,18
1338,6
1339,3
1340,8
1341,15
1342,13
1343,9
1344,15
1345,6
1346,12
1347,6
1348,14
1349,13
1350,8
1351,3
1352,15
1353,17
1354,6
1355,6
1356,9
1357,6
1358,1
1359,3
1360,13
1361,18
1362,10
1363,8
1364,8
1365,3
1366,16
1367,1
1368,1
1369,8
1370,6
1371,4
1372,13
1373,6
1374,13
1375,9
1376,18
1377,12
1378,15
1379,15
1380,9
1381,5
1382,16
1383,1
1384,15
1385,15
1386,13
1387,13
1388,3
1389,19
1390,4
1391,3
1392,3
1393,19
1394,3
1395,14
1396,13
1397,13
1398,1
1399,8
1400,15
1401,13
1402,18
1403,15
1404,18
1405,12
1406,8
1407,3
1408,8
1409,17
1410,6
1411,9
1412,8
1413,15
1414,18
1415,6
1416,9
1417,9
1418,8
1419,3
1420,4
1421,8
1422,15
1423,14
1424,15
1425,14
1426,9
1427,13
1428,17
1429,14
1430,10
1431,1
1432,4
1433,6
1434,3
1435,3
1436,8
1437,19
1438,13
1439,19
1440,8
1441,9
1442,15
1443,13
1444,9
1445,13
1446,13
1447,3
1448,13
1449,3
1450,4
1451,15
1452,13
1453,9
1454,17
1455,8
1456,6
1457,14
1458,4
1459,16
1460,15
1461,6
1462,6
1463,15
1464,6
1465,4
1466,9
1467,12
1468,18
1469,14
1470,3
1471,15
1472,13
1473,6
1474,7
1475,8
1476,14
1477,12
1478,7
1479,12
1480,18
1481,3
1482,3
1483,4
1484,3
1485,8
1486,8
1487,19
1488,19
1489,14
1490,8
1491,6
1492,18
1493,12
1494,18
1495,3
1496,9
1497,6
1498,8
1499,19
1500,2
1501,8
1502,18
1503,18
1504,8
1505,2
1506,15
1507,13
1508,10
1509,9
1510,16
1511,15
1512,3
1513,17
1514,14
1515,7
1516,14
1517,1
1518,1
1519,15
1520,9
1521,14
1522,6
1523,8
1524,3
1525,8
1526,9
1527,8
1528,16
1529,13
1530,9
1531,13
1532,6
1533,8
1534,8
1535,6
1536,19
1537,8
1538,13
1539,6
1540,4
1541,12
1542,14
1543,8
1544,3
1545,1
1546,7
1547,8
1548,13
1549,13
1550,15
1551,3
1552,8
1553,3
1554,1
1555,11
1556,11
1557,8
1558,3
1559,14
1560,18
1561,5
1562,13
1563,3
1564,7
1565,9
1566,19
1567,8
1568,14
1569,14
1570,8
1571,18
1572,1
1573,5
1574,5
1575,1
1576,8
1577,13
1578,18
1579,18
1580,3
1581,13
1582,18
1583,12
1584,3
1585,4
1586,18
1587,3
1588,9
1589,3
1590,13
1591,14
1592,6
1593,8
1594,13
1595,14
1596,8
1597,6
1598,3
1599,14
1600,6
1601,15
1602,18
1603,13
1604,14
1605,15
1606,18
1607,16
1608,18
1609,14
1610,19
1611,11
1612,3
1613,3
1614,14
1615,6
1616,3
1617,12
1618,1
1619,15
1620,6
1621,13
1622,8
1623,9
1624,9
1625,7
1626,8
1627,3
1628,13
1629,3
1630,14
1631,13
1632,4
1633,13
1634,8
1635,13
1636,11
1637,4
1638,17
1639,9
1640,19
1641,18
1642,12
1643,13
1644,18
1645,18
1646,18
1647,14
1648,15
1649,1
1650,13
1651,9
1652,15
1653,7
1654,8
1655,14
1656,9
1657,17
1658,8
1659,3
1660,17
1661,15
1662,8
1663,1
1664,9
1665,6
1666,13
1667,18
1668,13
1669,18
1670,6
1671,3
1672,16
1673,8
1674,3
1675,6
1676,15
1677,11
1678,8
1679,16
1680,8
1681,3
1682,18
1683,13
1684,6
1685,14
1686,3
1687,19
1688,6
1689,3
1690,14
1691,3
1692,8
1693,13
1694,3
1695,6
1696,3
1697,8
1698,3
1699,8
1700,3
1701,4
1702,6
1703,8
1704,1
1705,13
1706,3
1707,15
1708,4
1709,15
1710,1
1711,14
1712,10
1713,11
1714,3
1715,15
1716,3
1717,8
1718,14
1719,3
1720,6
1721,17
1722,18
1723,6
1724,1
1725,9
1726,13
1727,8
1728,15
1729,11
1730,5
1731,18
1732,15
1733,15
1734,5
1735,8
1736,18
1737,6
1738,6
1739,8
1740,3
1741,19
1742,13
1743,3
1744,2
1745,15
1746,15
1747,15
1748,8
1749,13
1750,1
1751,8
1752,3
1753,13
1754,17
1755,11
1756,6
1757,11
1758,15
1759,3
1760,19
1761,13
1762,16
1763,18
1764,18
1765,13
1766,3
1767,5
1768,15
1769,8
1770,1
1771,6
1772,10
1773,3
1774,3
1775,8
1776,11
1777,3
1778,10
1779,11
1780,14
1781,12
1782,6
1783,18
1784,15
1785,17
1786,12
1787,5
1788,9
1789,9
1790,6
1791,17
1792,8
1793,1
1794,3
1795,14
1796,1
1797,3
1798,9
1799,9
1800,6
1801,14
1802,15
1803,15
1804,6
1805,4
1806,15
1807,8
1808,8
1809,15
1810,8
1811,6
1812,13
1813,13
1814,12
1815,13
1816,1
1817,9
1818,14
1819,14
1820,4
1821,13
1822,14
1823,15
1824,12
1825,11
1826,18
1827,14
1828,6
1829,15
1830,11
1831,9
1832,8
1833,9
1834,3
1835,16
1836,9
1837,15
1838,8
1839,15
1840,12
1841,3
1842,3
1843,3
1844,9
1845,6
1846,13
1847,6
1848,13
1849,11
1850,3
1851,18
1852,8
1853,9
1854,12
1855,17
1856,5
1857,8
1858,13
1859,13
1860,13
1861,5
1862,13
1863,3
1864,6
1865,14
1866,7
1867,11
1868,8
1869,6
1870,14
1871,9
1872,18
1873,8
1874,13
1875,14
1876,4
1877,9
1878,3
1879,3
1880,8
1881,18
1882,17
1883,15
1884,8
1885,7
1886,11
1887,3
1888,10
1889,13
1890,13
1891,15
1892,1
1893,1
1894,13
1895,3
1896,17
1897,3
1898,14
1899,9
1900,3
1901,3
1902,8
1903,6
1904,3
1905,9
1906,10
1907,12
1908,17
1909,7
1910,4
1911,9
1912,8
1913,15
1914,8
1915,15
1916,18
1917,3
1918,10
1919,11
1920,14
1921,8
1922,1
1923,13
1924,18
1925,13
1926,8
1927,18
1928,14
1929,1
1930,9
1931,10
1932,9
1933,3
1934,14
1935,14
1936,14
1937,15
1938,6
1939,11
1940,6
1941,18
1942,6
1943,8
1944,9
1945,1
1946,8
1947,17
1948,3
1949,6
1950,13
1951,8
1952,3
1953,14
1954,3
1955,14
1956,14
1957,18
1958,15
1959,15
1960,6
1961,15
1962,19
1963,3
1964,9
1965,1
1966,11
1967,15
1968,14
1969,19
1970,2
1971,13
1972,3
1973,18
1974,17
1975,15
1976,15
1977,15
1978,8
1979,9
1980,17
1981,15
1982,15
1983,5
1984,13
1985,14
1986,6
1987,3
1988,3
1989,13
1990,12
1991,15
1992,5
1993,19
1994,13
1995,13
1996,10
1997,15
1998,15
1999,15
2000,3
2001,18
2002,8
2003,2
2004,3
2005,8
2006,13
2007,14
2008,15
2009,3
2010,3
2011,3
2012,9
2013,8
2014,1
2015,8
2016,14
2017,15
2018,8
2019,3
2020,16
2021,13
2022,13
2023,9
2024,9
2025,8
2026,9
2027,9
2028,15
2029,6
2030,13
2031,15
2032,13
2033,1
2034,4
2035,15
2036,15
2037,9
2038,18
2039,13
2040,14
2041,3
2042,15
2043,17
2044,6
2045,15
2046,3
2047,8
2048,15
2049,3
2050,15
2051,4
2052,13
2053,11
2054,15
2055,8
2056,11
2057,8
2058,6
2059,3
2060,8
2061,6
2062,3
2063,1
2064,14
2065,13
2066,15
2067,18
2068,18
2069,11
2070,1
2071,12
2072,15
2073,11
2074,10
2075,19
2076,11
2077,8
2078,14
2079,9
2080,3
2081,3
2082,13
2083,14
2084,12
2085,15
2086,6
2087,6
2088,17
2089,13
2090,8
2091,1
2092,8
2093,14
2094,12
2095,15
2096,3
2097,13
2098,1
2099,6
2100,15
2101,4
2102,12
2103,1
2104,12
2105,1
2106,4
2107,1
2108,12
2109,10
2110,8
2111,12
2112,15
2113,1
2114,8
2115,15
2116,14
2117,3
2118,18
2119,3
2120,6
2121,7
2122,13
2123,1
2124,13
2125,6
2126,3
2127,12
2128,15
2129,7
2130,18
2131,13
2132,3
2133,3
2134,9
2135,8
2136,13
2137,15
2138,3
2139,11
2140,19
2141,3
2142,3
2143,10
2144,18
2145,16
2146,10
2147,15
2148,1
2149,2
2150,3
2151,9
2152,6
2153,12
2154,18
2155,15
2156,9
2157,9
2158,16
2159,9
2160,19
2161,13
2162,3
2163,18
2164,3
2165,2
2166,2
2167,13
2168,15
2169,18
2170,13
2171,2
2172,14
2173,15
2174,15
2175,18
2176,6
2177,3
2178,3
2179,3
2180,9
2181,3
2182,7
2183,3
2184,3
2185,8
2186,14
2187,16
2188,18
2189,12
2190,8
2191,18
2192,9
2193,7
2194,8
2195,15
2196,4
2197,2
2198,5
2199,1
2200,19
2201,1
2202,6
2203,8
2204,9
2205,6
2206,14
2207,9
2208,15
2209,16
2210,15
2211,6
2212,9
2213,7
2214,9
2215,14
2216,13
2217,15
2218,14
2219,13
2220,6
2221,15
2222,4
2223,1
2224,13
2225,18
2226,13
2227,18
2228,15
2229,9
2230,13
2231,13
2232,7
2233,3
2234,9
2235,12
2236,10
2237,13
2238,15
2239,9
2240,15
2241,6
2242,3
2243,8
2244,9
2245,14
2246,15
2247,12
2248,7
2249,17
2250,14
2251,13
2252,14
2253,6
2254,3
2255,3
2256,8
2257,15
2258,5
2259,18
2260,3
2261,9
2262,7
2263,8
2264,3
2265,9
2266,12
2267,3
2268,8
2269,14
2270,10
2271,13
2272,6
2273,3
2274,9
2275,8
2276,14
2277,8
2278,2
2279,6
2280,3
2281,14
2282,4
2283,10
2284,14
2285,13
2286,9
2287,13
2288,9
2289,15
2290,11
2291,15
2292,8
2293,14
2294,1
2295,12
2296,16
2297,6
2298,8
2299,6
2300,1
2301,8
2302,6
2303,16
2304,9
2305,9
2306,8
2307,3
2308,8
2309,15
2310,1
2311,8
2312,12
2313,7
2314,13
2315,14
2316,3
2317,8
2318,17
2319,1
2320,14
2321,19
2322,14
2323,9
2324,19
2325,3
2326,6
2327,1
2328,9
2329,3
2330,2
2331,15
2332,6
2333,14
2334,6
2335,19
2336,6
2337,1
2338,13
2339,13
2340,2
2341,6
2342,13
2343,9
2344,15
2345,17
2346,1
2347,3
2348,18
2349,18
2350,3
2351,14
2352,9
2353,13
2354,18
2355,15
2356,15
2357,18
2358,18
2359,7
2360,3
2361,3
2362,6
2363,1
2364,9
2365,18
2366,3
2367,3
2368,18
2369,15
2370,8
2371,14
2372,14
2373,9
2374,13
2375,8
2376,18
2377,12
2378,3
2379,13
2380,6
2381,10
2382,8
2383,17
2384,14
2385,3
2386,7
2387,15
2388,15
2389,15
2390,2
2391,13
2392,13
2393,9
2394,6
2395,14
2396,13
2397,9
2398,3
2399,13
2400,3
2401,6
2402,2
2403,12
2404,4
2405,3
2406,14
2407,9
2408,13
2409,8
2410,3
2411,7
2412,11
2413,2
2414,1
2415,9
2416,4
2417,11
2418,15
2419,18
2420,9
2421,6
2422,18
2423,3
2424,6
2425,3
2426,3
2427,15
2428,3
2429,18
2430,1
2431,1
2432,16
2433,9
2434,2
2435,18
2436,17
2437,13
2438,6
2439,8
2440,19
2441,9
2442,2
2443,14
2444,4
2445,14
2446,8
2447,6
2448,3
2449,3
2450,13
2451,17
2452,6
2453,14
2454,9
2455,4
2456,9
2457,8
2458,4
2459,6
2460,3
2461,8
2462,3
2463,13
2464,15
2465,14
2466,8
2467,15
2468,13
2469,12
2470,4
2471,1
2472,3
2473,6
2474,3
2475,7
2476,13
2477,12
2478,13
2479,15
2480,17
2481,3
2482,1
2483,3
2484,3
2485,18
2486,18
2487,6
2488,13
2489,15
2490,19
2491,15
2492,18
2493,15
2494,9
2495,3
2496,17
2497,15
2498,3
2499,1
2500,18
2501,12
2502,10
2503,6
2504,9
2505,18
2506,3
2507,14
2508,8
2509,14
2510,3
2511,15
2512,14
2513,15
2514,3
2515,9
2516,13
2517,18
2518,9
2519,6
2520,10
2521,14
2522,10
2523,9
2524,12
2525,3
2526,14
2527,15
2528,15
2529,14
2530,14
2531,18
2532,11
2533,3
2534,18
2535,15
2536,14
2537,14
2538,19
2539,1
2540,3
2541,10
2542,1
2543,8
2544,13
2545,8
2546,18
2547,6
2548,8
2549,15
2550,8
2551,8
2552,17
2553,9
2554,3
2555,3
2556,18
2557,15
2558,3
2559,3
2560,3
2561,9
2562,18
2563,18
2564,6
2565,4
2566,9
2567,17
2568,15
2569,13
2570,14
2571,8
2572,18
2573,15
2574,15
2575,5
2576,10
2577,8
2578,3
2579,14
2580,17
2581,13
2582,3
2583,15
2584,12
2585,3
2586,9
2587,1
2588,6
2589,18
2590,19
2591,14
2592,18
2593,6
2594,3
2595,11
2596,13
2597,6
2598,8
2599,1
2600,18
2601,6
2602,12
2603,4
2604,10
2605,8
2606,17
2607,3
2608,8
2609,10
2610,14
2611,3
2612,3
2613,8
2614,8
2615,11
2616,15
2617,8
2618,3
2619,3
2620,14
2621,4
2622,3
2623,9
2624,9
2625,3
2626,18
2627,3
2628,15
2629,6
2630,3
2631,3
2632,18
2633,13
2634,8
2635,15
2636,18
2637,8
2638,2
2639,16
2640,18
2641,13
2642,6
2643,13
2644,13
2645,14
2646,5
2647,8
2648,13
2649,13
2650,14
2651,8
2652,19
2653,8
2654,14
2655,8
2656,19
2657,1
2658,6
2659,6
2660,14
2661,1
2662,2
2663,6
2664,3
2665,15
2666,14
2667,15
2668,8
2669,15
2670,3
2671,14
2672,6
2673,9
2674,3
2675,3
2676,8
2677,9
2678,13
2679,8
2680,14
2681,16
2682,14
2683,9
2684,18
2685,14
2686,1
2687,18
2688,9
2689,9
2690,19
2691,3
2692,4
2693,13
2694,16
2695,3
2696,9
2697,18
2698,3
2699,15
2700,13
2701,15
2702,14
2703,9
2704,8
2705,3
2706,14
2707,8
2708,14
2709,9
2710,15
2711,11
2712,8
2713,18
2714,9
2715,9
2716,4
2717,18
2718,14
2719,15
2720,9
2721,8
2722,15
2723,15
2724,15
2725,6
2726,13
2727,3
2728,19
2729,3
2730,15
2731,15
2732,8
2733,13
2734,6
2735,6
2736,9
2737,10
2738,1
2739,16
2740,6
2741,9
2742,3
2743,3
2744,12
2745,6
2746,8
2747,15
2748,6
2749,1
2750,8
2751,17
2752,15
2753,12
2754,8
2755,12
2756,13
2757,17
2758,14
2759,6
2760,3
2761,12
2762,14
2763,12
2764,14
2765,10
2766,14
2767,14
2768,15
2769,18
2770,15
2771,19
2772,2
2773,8
2774,10
2775,9
2776,6
2777,8
2778,10
2779,3
2780,13
2781,19
2782,10
2783,9
2784,9
2785,6
2786,18
2787,3
2788,8
2789,3
2790,8
2791,2
2792,9
2793,14
2794,8
2795,13
2796,3
2797,8
2798,1
2799,6
2800,14
2801,8
2802,6
2803,18
2804,8
2805,15
2806,17
2807,8
2808,17
2809,8
2810,18
2811,6
2812,9
2813,5
2814,15
2815,13
2816,3
2817,14
2818,18
2819,14
2820,15
2821,3
2822,8
2823,10
2824,6
2825,6
2826,12
2827,18
2828,16
2829,13
2830,9
2831,1
2832,15
2833,9
2834,13
2835,13
2836,15
2837,14
2838,13
2839,4
2840,15
2841,3
2842,17
2843,3
2844,17
2845,15
2846,3
2847,4
2848,3
2849,1
2850,16
2851,12
2852,9
2853,12
2854,8
2855,8
2856,15
2857,1
2858,3
2859,9
2860,15
2861,13
2862,1
2863,9
2864,4
2865,10
2866,14
2867,8
2868,3
2869,12
2870,8
2871,12
2872,8
2873,8
2874,14
2875,6
2876,3
2877,18
2878,1
2879,18
2880,6
2881,9
2882,19
2883,8
2884,15
2885,10
2886,8
2887,10
2888,3
2889,18
2890,8
2891,8
2892,15
2893,10
2894,3
2895,6
2896,16
2897,18
2898,14
2899,3
2900,19
2901,6
2902,1
2903,15
2904,15
2905,9
2906,4
2907,8
2908,9
2909,5
2910,19
2911,15
2912,3
2913,7
2914,14
2915,1
2916,3
2917,14
2918,14
2919,9
2920,19
2921,9
2922,14
2923,6
2924,13
2925,12
2926,9
2927,2
2928,18
2929,6
2930,9
2931,14
2932,3
2933,8
2934,3
2935,13
2936,15
2937,13
2938,3
2939,1
2940,3
2941,15
2942,9
2943,15
2944,18
2945,8
2946,9
2947,13
2948,4
2949,1
2950,9
2951,4
2952,8
2953,12
2954,9
2955,6
2956,2
2957,3
2958,3
2959,3
2960,8
2961,9
2962,4
2963,9
2964,6
2965,9
2966,6
2967,3
2968,8
2969,10
2970,3
2971,9
2972,9
2973,18
2974,3
2975,18
2976,13
2977,8
2978,13
2979,6
2980,18
2981,18
2982,15
2983,2
2984,3
2985,8
2986,9
2987,5
2988,14
2989,8
2990,10
2991,3
2992,3
2993,1
2994,1
2995,15
2996,13
2997,8
